COURSE_ID,TITLE,DESCRIPTION
excourse70,Big Data   Capstone Project,Welcome To The Capstone Project For Big Data  In This Culminating Project  You Will Build A Big Data Ecosystem Using Tools And Methods Form The Earlier Courses In This Specialization  You Will Analyze A Data Set Simulating Big Data Generated From A Large Number Of Users Who Are Playing Our Imaginary Game     Catch The Pink Flamingo      During The Five Week Capstone Project  You Will Walk Through The Typical Big Data Science Steps For Acquiring  Exploring  Preparing  Analyzing  And Reporting  In The First Two Weeks  We Will Introduce You To The Data Set And Guide You Through Some Exploratory Analysis Using Tools Such As Splunk And Open Office  Then We Will Move Into More Challenging Big Data Problems Requiring The More Advanced Tools You Have Learned Including Knime  Spark S Mllib And Gephi  Finally  During The Fifth And Final Week  We Will Show You How To Bring It All Together To Create Engaging And Compelling Reports And Slide Presentations  As A Result Of Our Collaboration With Splunk  A Software Company Focus On Analyzing Machine Generated Big Data  Learners With The Top Projects Will Be Eligible To Present To Splunk And Meet Splunk Recruiters And Engineering Leadership
excourse71,Big Data Essentials  Hdfs  Mapreduce And Spark Rdd,Have You Ever Heard About Such Technologies As Hdfs  Mapreduce  Spark  Always Wanted To Learn These New Tools But Missed Concise Starting Material  Don T Miss This Course Either In This 6 Week Course You Will   Learn Some Basic Technologies Of The Modern Big Data Landscape  Namely  Hdfs  Mapreduce And Spark   Be Guided Both Through Systems Internals And Their Applications   Learn About Distributed File Systems  Why They Exist And What Function They Serve   Grasp The Mapreduce Framework  A Workhorse For Many Modern Big Data Applications   Apply The Framework To Process Texts And Solve Sample Business Cases   Learn About Spark  The Next Generation Computational Framework   Build A Strong Understanding Of Spark Basic Concepts   Develop Skills To Apply These Tools To Creating Solutions In Finance  Social Networks  Telecommunications And Many Other Fields
excourse72,Foundations For Big Data Analysis With Sql,In This Course  You Ll Get A Big Picture View Of Using Sql For Big Data  Starting With An Overview Of Data  Database Systems  And The Common Querying Language  Sql   Then You Ll Learn The Characteristics Of Big Data And Sql Tools For Working On Big Data Platforms  You Ll Also Install An Exercise Environment  Virtual Machine  To Be Used Through The Specialization Courses  And You Ll Have An Opportunity To Do Some Initial Exploration Of Databases And Tables In That Environment By The End Of The Course  You Will Be Able To Distinguish Operational From Analytic Databases  And Understand How These Are Applied In Big Data  Understand How Database And Table Design Provides Structures For Working With Data  Appreciate How Differences In Volume And Variety Of Data Affects Your Choice Of An Appropriate Database System Recognize The Features And Benefits Of Sql Dialects Designed To Work With Big Data Systems For Storage And Analysis  And  Explore Databases And Tables In A Big Data Platform
excourse73,Analyzing Big Data With Sql,In This Course  You Ll Get An In Depth Look At The Sql Select Statement And Its Main Clauses  The Course Focuses On Big Data Sql Engines Apache Hive And Apache Impala  But Most Of The Information Is Applicable To Sql With Traditional Rdbms As Well  The Instructor Explicitly Addresses Differences For Mysql And Postgresql By The End Of The Course  You Will Be Able To• Explore And Navigate Databases And Tables Using Different Tools • Understand The Basics Of Select Statements • Understand How And Why To Filter Results • Explore Grouping And Aggregation To Answer Analytic Questions • Work With Sorting And Limiting Results  And • Combine Multiple Tables In Different Ways
excourse74,Fundamentals Of Big Data,Welcome To Fundamentals Of Big Data  The Fourth Course Of The Key Technologies Of Data Analytics Specialization  By Enrolling In This Course  You Are Taking The Next Step In Your Career In Data Analytics  This Course Is The Fourth Of A Series That Aims To Prepare You For A Role Working In Data Analytics  In This Course  You Will Be Introduced To Many Of The Core Concepts Of Big Data  You Will Learn About The Primary Systems Used In Big Data  We Ll Go Through Phases Of A Common Big Data Life Cycle  This Course Covers A Wide Variety Of Topics That Are Critical For Understanding Big Data And Are Designed To Give You An Introduction And Overview As You Begin To Build Relevant Knowledge And Skills
excourse75,Hadoop Platform And Application Framework,This Course Is For Novice Programmers Or Business People Who Would Like To Understand The Core Tools Used To Wrangle And Analyze Big Data  With No Prior Experience  You Will Have The Opportunity To Walk Through Hands On Examples With Hadoop And Spark Frameworks  Two Of The Most Common In The Industry  You Will Be Comfortable Explaining The Specific Components And Basic Processes Of The Hadoop Architecture  Software Stack  And Execution Environment    In The Assignments You Will Be Guided In How Data Scientists Apply The Important Concepts And Techniques Such As Map Reduce That Are Used To Solve Fundamental Problems In Big Data   You Ll Feel Empowered To Have Conversations About Big Data And The Data Analysis Process
excourse76,Working With Big Data,By The End Of This Project  You Will Set Up An Environment For Big Data Development Using Visual Studio Code  Mongodb And Apache Spark  You Will Then Use The Environment To Process A Large Dataset From Noaa Showing Hourly Precipitation Rates For A Ten Year Period From The State Of Wisconsin Mongodb Is A Widely Used Nosql Database Well Suited For Very Large Datasets Or Big Data  It Is Highly Scalable And Adaptable As Well  Apache Spark Is Used For Efficient In Memory Processing Of Big Data
excourse77,Natural Language Processing With Attention Models,In Course 4 Of The Natural Language Processing Specialization  You Will A  Translate Complete English Sentences Into German Using An Encoder Decoder Attention Model B  Build A Transformer Model To Summarize Text  C  Use T5 And Bert Models To Perform Question Answering  Andd  Build A Chatbot Using A Reformer Model  By The End Of This Specialization  You Will Have Designed Nlp Applications That Perform Question Answering And Sentiment Analysis  Created Tools To Translate Languages And Summarize Text  And Even Built A Chatbot    Learners Should Have A Working Knowledge Of Machine Learning  Intermediate Python Including Experience With A Deep Learning Framework  E G   Tensorflow  Keras   As Well As Proficiency In Calculus  Linear Algebra  And Statistics  Please Make Sure That You Ve Completed Course 3   Natural Language Processing With Sequence Models   Before Starting This Course    This Specialization Is Designed And Taught By Two Experts In Nlp  Machine Learning  And Deep Learning  Younes Bensouda Mourri Is An Instructor Of Ai At Stanford University Who Also Helped Build The Deep Learning Specialization     Kaiser Is A Staff Research Scientist At Google Brain And The Co Author Of Tensorflow  The Tensor2Tensor And Trax Libraries  And The Transformer Paper
excourse78,Natural Language Processing With Sequence Models,In Course 3 Of The Natural Language Processing Specialization  You Will A  Train A Neural Network With Glove Word Embeddings To Perform Sentiment Analysis Of Tweets B  Generate Synthetic Shakespeare Text Using A Gated Recurrent Unit  Gru  Language Model C  Train A Recurrent Neural Network To Perform Named Entity Recognition  Ner  Using Lstms With Linear Layers  And D  Use So Called ‘Siamese  Lstm Models To Compare Questions In A Corpus And Identify Those That Are Worded Differently But Have The Same Meaning By The End Of This Specialization  You Will Have Designed Nlp Applications That Perform Question Answering And Sentiment Analysis  Created Tools To Translate Languages And Summarize Text  And Even Built A Chatbot
excourse79,Natural Language Processing With Probabilistic Models,In Course 2 Of The Natural Language Processing Specialization  You Will A  Create A Simple Auto Correct Algorithm Using Minimum Edit Distance And Dynamic Programming B  Apply The Viterbi Algorithm For Part Of Speech  Pos  Tagging  Which Is Vital For Computational Linguistics C  Write A Better Auto Complete Algorithm Using An N Gram Language Model  And D  Write Your Own Word2Vec Model That Uses A Neural Network To Compute Word Embeddings Using A Continuous Bag Of Words Model
excourse80,R Programming,In This Course You Will Learn How To Program In R And How To Use R For Effective Data Analysis  You Will Learn How To Install And Configure Software Necessary For A Statistical Programming Environment And Describe Generic Programming Language Concepts As They Are Implemented In A High Level Statistical Language  The Course Covers Practical Issues In Statistical Computing Which Includes Programming In R  Reading Data Into R  Accessing R Packages  Writing R Functions  Debugging  Profiling R Code  And Organizing And Commenting R Code  Topics In Statistical Data Analysis Will Provide Working Examples
excourse81,Data Analysis With R Programming,This Course Is The Seventh Course In The Google Data Analytics Certificate  These Courses Will Equip You With The Skills Needed To Apply To Introductory Level Data Analyst Jobs  In This Course  You Ll Learn About The Programming Language Known As R  You Ll Find Out How To Use Rstudio  The Environment That Allows You To Work With R  This Course Will Also Cover The Software Applications And Tools That Are Unique To R  Such As R Packages  You Ll Discover How R Lets You Clean  Organize  Analyze  Visualize  And Report Data In New And More Powerful Ways   Current Google Data Analysts Will Continue To Instruct And Provide You With Hands On Ways To Accomplish Common Data Analyst Tasks With The Best Tools And Resources Learners Who Complete This Certificate Program Will Be Equipped To Apply For Introductory Level Jobs As Data Analysts  No Previous Experience Is Necessary By The End Of This Course  You Will    Examine The Benefits Of Using The R Programming Language    Discover How To Use Rstudio To Apply R To Your Analysis     Explore The Fundamental Concepts Associated With Programming In R     Explore The Contents And Components Of R Packages Including The Tidyverse Package    Gain An Understanding Of Dataframes And Their Use In R    Discover The Options For Generating Visualizations In R    Learn About R Markdown For Documenting R Programming
excourse82,Getting Started With Data Visualization In R,Data Visualization Is A Critical Skill For Anyone That Routinely Using Quantitative Data In His Or Her Work   Which Is To Say That Data Visualization Is A Tool That Almost Every Worker Needs Today  One Of The Critical Tools For Data Visualization Today Is The R Statistical Programming Language  Especially In Conjunction With The Tidyverse Software Packages  R Has Become An Extremely Powerful And Flexible Platform For Making Figures  Tables  And Reproducible Reports  However  R Can Be Intimidating For First Time Users  And There Are So Many Resources Online That It Can Be Difficult To Sort Through Without Guidance To Fill That Need  This Course Is Intended For Learners Who Have Little Or No Experience With R But Who Are Looking For An Introduction To This Tool  By The End Of This Course  Students Will Be Able To Import Data Into R  Manipulate That Data Using Tools From The Popular Tidyverse Package  And Make Simple Reports Using R Markdown  The Course Is Designed For Students With Good Basic Computing Skills  But Limited If Any Experience With Programming
excourse83,Introduction To Probability And Data With R,This Course Introduces You To Sampling And Exploring Data  As Well As Basic Probability Theory And Bayes  Rule  You Will Examine Various Types Of Sampling Methods  And Discuss How Such Methods Can Impact The Scope Of Inference  A Variety Of Exploratory Data Analysis Techniques Will Be Covered  Including Numeric Summary Statistics And Basic Data Visualization  You Will Be Guided Through Installing And Using R And Rstudio  Free Statistical Software   And Will Use This Software For Lab Exercises And A Final Project  The Concepts And Techniques In This Course Will Serve As Building Blocks For The Inference And Modeling Courses In The Specialization
excourse84,Using R For Regression And Machine Learning In Investment ,In This Course  The Instructor Will Discuss Various Uses Of Regression In Investment Problems  And She Will Extend The Discussion To Logistic  Lasso  And Ridge Regressions  At The Same Time  The Instructor Will Introduce Various Concepts Of Machine Learning  You Can Consider This Course As The First Step Toward Using Machine Learning Methodologies In Solving Investment Problems  The Course Will Cover Investment Analysis Topics  But At The Same Time  Make You Practice It Using R Programming  This Course S Focus Is To Train You To Use Various Regression Methodologies For Investment Management That You Might Need To Do In Your Job Every Day And Make You Ready For More Advanced Topics In Machine Learning  The Course Is Designed With The Assumption That Most Students Already Have A Little Bit Of Knowledge In Financial Economics And R Programming  Students Are Expected To Have Heard About Stocks And Bonds And Balance Sheets  Earnings  Etc   And Know The Introductory Statistics Level  Such As Mean  Median  Distribution  Regression  Etc  Students Are Also Expected To Know Of The Instructors  1St Course   Fundamental Of Data Driven Investment  The Instructor Will Explain The Detail Of R Programming  It Will Be An Excellent Course For You To Improve Your Programming Skills But You Must Have Basic Knowledge In R  If You Are Very Good At R Programming  It Will Provide You With An Excellent Opportunity To Practice Again With Finance And Investment Examples
excourse85,Data Visualization In R With Ggplot2,Data Visualization Is A Critical Skill For Anyone That Routinely Using Quantitative Data In His Or Her Work   Which Is To Say That Data Visualization Is A Tool That Almost Every Worker Needs Today  One Of The Critical Tools For Data Visualization Today Is The R Statistical Programming Language  Especially In Conjunction With The Tidyverse Software Packages  R Has Become An Extremely Powerful And Flexible Platform For Making Figures  Tables  And Reproducible Reports  However  R Can Be Intimidating For First Time Users  And There Are So Many Resources Online That It Can Be Difficult To Sort Through Without Guidance This Course Is The Second In A Specialization In Data Visualization Offered By Johns Hopkins  It Is Intended For Learners Who Have Either Have Some Experience With R And Data Wrangling In The Tidyverse Or Have Taken The Previous Course In The Specialization  The Focus In This Course Learning To Use Ggplot2 To Make A Variety Of Visualizations And To Polish Those Visualizations Using Tools Within Ggplot As Well As Vector Graphics Editing Software  The Course Will Not Go Into Detail About How The Data Management Works Behind The Scenes
excourse86,The R Programming Environment,This Course Provides A Rigorous Introduction To The R Programming Language  With A  Particular Focus On Using R For Software Development In A Data Science Setting  Whether You Are Part Of A Data Science Team Or Working Individually Within A Community Of Developers  This Course Will Give You The Knowledge Of R Needed To Make Useful Contributions In Those Settings  As The First Course In The Specialization  The Course Provides The Essential Foundation Of R Needed For The Following Courses  We Cover Basic R Concepts And Language Fundamentals  Key Concepts Like Tidy Data And Related     Tidyverse     Tools  Processing And Manipulation Of Complex And Large Datasets  Handling Textual Data  And Basic Data Science Tasks  Upon Completing This Course  Learners Will Have Fluency At The R Console And Will Be Able To Create Tidy Datasets From A Wide Range Of Possible Data Sources
excourse87,Html  Css  And Javascript For Web Developers,Do You Realize That The Only Functionality Of A Web Application That The User Directly Interacts With Is Through The Web Page  Implement It Poorly And  To The User  The Server Side Becomes Irrelevant  Today S User Expects A Lot Out Of The Web Page  It Has To Load Fast  Expose The Desired Service  And Be Comfortable To View On All Devices  From A Desktop Computers To Tablets And Mobile Phones In This Course  We Will Learn The Basic Tools That Every Web Page Coder Needs To Know  We Will Start From The Ground Up By Learning How To Implement Modern Web Pages With Html And Css  We Will Then Advance To Learning How To Code Our Pages Such That Its Components Rearrange And Resize Themselves Automatically Based On The Size Of The User S Screen  You Ll Be Able To Code Up A Web Page That Will Be Just As Useful On A Mobile Phone As On A Desktop Computer  No “Pinch And Zoom” Required  Last But Certainly Not Least  We Will Get A Thorough Introduction To The Most Ubiquitous  Popular  And Incredibly Powerful Language Of The Web  Javascript  Using Javascript  You Will Be Able To Build A Fully Functional Web Application That Utilizes Ajax To Expose Server Side Functionality And Data To The End Use
excourse88,Javascript Basics,This Course Introduces The Programming Language Javascript And Shows The Websites That Include The Type Of Interactions Students Will Eventually Be Able To Develop   Learners Will Understand The Importance Of How Javascript Was Developed And Why Such History Impacts The Way Javascript Is Currently Written And In Future Releases   Learners Will Write Their First Scripts  Have Their Html And Css Skills Assessed  Create Variables And Arrays And Assign Values To Them   If Student S Skills Are Lacking  Resources And Recommendations Are Provided To Improve These Skills  There Is Ample Opportunity For Students To Practice These First  Core Skills
excourse89,Javascript  Jquery  And Json,In This Course  We Ll Look At The Javascript Language  And How It Supports The Object Oriented Pattern  With A Focus On The Unique Aspect Of How Javascript Approaches Oo  We Ll Explore A Brief Introduction To The Jquery Library  Which Is Widely Used To Do In Browser Manipulation Of The Document Object Model  Dom  And Event Handling  You Ll Also Learn More About Javascript Object Notation  Json   Which Is Commonly Used As A Syntax To Exchange Data Between Code Running On The Server  I E  In Php  And Code Running In The Browser  Javascript Jquery  It Is Assumed That Learners Have Already Taken The Building Web Applications And Building Database Applications In Php Courses In This Specialization
excourse90,Programming Foundations With Javascript  Html And Css,Learn Foundational Programming Concepts  E G   Functions  For Loops  Conditional Statements  And How To Solve Problems Like A Programmer  In Addition  Learn Basic Web Development As You Build Web Pages Using Html  Css  Javascript  By The End Of The Course  Will Create A Web Page Where Others Can Upload Their Images And Apply Image Filters That You Create After Completing This Course  You Will Be Able To 1  Think Critically About How To Solve A Problem Using Programming 2  Write Javascript Programs Using Functions  For Loops  And Conditional Statements 3  Use Html To Construct A Web Page With Paragraphs  Divs  Images  Links  And Lists 4  Add Styles To A Web Page With Css Ids And Classes  And5  Make A Web Page Interactive With Javascript Commands Like Alert  Onclick  Onchange  Adding Input Features Like An Image Canvas  Button  And Slider
excourse91,Front End Web Development With React,This Course Explores Javascript Based Front End Application Development  And In Particular The React Library  Currently Ver  16 3   This Course Will Use Javascript Es6 For Developing React Application  You Will Also Get An Introduction To The Use Of Reactstrap For Bootstrap 4 Based Responsive Ui Design  You Will Be Introduced To Various Aspects Of React Components  You Will Learn About React Router And Its Use In Developing Single Page Applications  You Will Also Learn About Designing Controlled Forms  You Will Be Introduced To The Flux Architecture And Redux  You Will Explore Various Aspects Of Redux And Use It To Develop React Redux Powered Applications  You Will Then Learn To Use Fetch For Client Server Communication And The Use Of Rest Api On The Server Side  A Quick Tour Through React Animation Support And Testing Rounds Off The Course  You Must Have Preferably Completed The Previous Course In The Specialization On Bootstrap 4  Or Have A Working Knowledge Of Bootstrap 4 To Be Able To Navigate This Course  Also A Good Working Knowledge Of Javascript  Especially Es 5 Is Strongly Recommended At The End Of This Course You Will   Be Familiar With Client Side Javascript Application Development And The React Library  Be Able To Implement Single Page Applications In React  Be Able To Use Various React Features Including Components And Forms  Be Able To Implement A Functional Front End Web Application Using React  Be Able To Use Reactstrap For Designing Responsive React Applications  Be Able To Use Redux To Design The Architecture For A React Redux Application
excourse92,Introduction To Web Development,This Course Is Designed To Start You On A Path Toward Future Studies In Web Development And Design  No Matter How Little Experience Or Technical Knowledge You Currently Have  The Web Is A Very Big Place  And If You Are The Typical Internet User  You Probably Visit Several Websites Every Day  Whether For Business  Entertainment Or Education  But Have You Ever Wondered How These Websites Actually Work  How Are They Built  How Do Browsers  Computers  And Mobile Devices Interact With The Web  What Skills Are Necessary To Build A Website  With Almost 1 Billion Websites Now On The Internet  The Answers To These Questions Could Be Your First Step Toward A Better Understanding Of The Internet And Developing A New Set Of Internet Skills   By The End Of This Course You Ll Be Able To Describe The Structure And Functionality Of The World Wide Web  Create Dynamic Web Pages Using A Combination Of Html  Css  And Javascript  Apply Essential Programming Language Concepts When Creating Html Forms  Select An Appropriate Web Hosting Service  And Publish Your Webpages For The World To See  Finally  You Ll Be Able To Develop A Working Model For Creating Your Own Personal Or Business Websites In The Future And Be Fully Prepared To Take The Next Step In A More Advanced Web Development Or Design Course Or Specialization
excourse93,Interactivity With Javascript And Jquery,This Course Is The Third In Our Javascript For Beginners Specialization  The Scripts Will Become More Complex And Introduce More Complex Jquery Plugins  You Will Have Several Challenges To Practice Your Skills Throughout The Course  The Course Objectives Include How To Identify Objects In Javascript  Create New Objects And Populate Them With Data  Manipulate Objects By Adding  Modifying And Deleting Data In Objects  Manipulate The Dom Based On The Data In Objects  Identify And Articulate How Multiple Functions Work Together To Create A More Complex Program  And Identify Processes For Breaking Larger Programs Into Smaller  More Manageable Pieces
